upper_folder,file_name,x_min,x_max,y_min,y_max
03074_market,00034.json,366.29787212109375,509.1856721210938,460.8879609882813,709.9400609882812
03074_market,00035.json,287.3511721210939,414.8818721210939,493.1892609882812,770.0
03074_market,00036.json,186.5309721210938,295.3660721210938,546.1675609882813,805.0
03074_market,00001.json,220.25447212109378,319.7417721210938,224.50916098828128,466.8842609882812
03074_market,00002.json,224.9810721210938,320.9810721210938,221.5804609882813,454.5804609882813
03074_market,00003.json,287.63637212109376,408.4900721210937,231.24506098828127,505.00206098828124
03074_market,00004.json,395.8198721210938,503.9872721210938,242.76086098828125,527.8687609882812
03074_market,00005.json,504.03127212109393,610.1955721210938,262.00326098828134,540.4341609882813
03074_market,00006.json,567.6084721210937,704.4869721210937,274.1923609882813,575.3250609882813
03074_market,00007.json,612.2947721210937,750.5086721210937,298.22026098828127,615.3777609882812
03074_market,00008.json,652.6425721210936,772.1608721210936,326.91276098828126,667.4397609882813
03074_market,00009.json,625.9252721210936,768.1453721210936,361.17376098828123,726.4056609882812
03074_market,00010.json,566.1149721210937,768.4280721210937,399.08386098828123,779.6728609882812
03074_market,00011.json,524.3009721210938,756.6605721210938,422.90346098828127,824.8588609882812
03074_market,00012.json,512.6487721210938,735.6487721210938,451.57736098828127,876.5773609882813
03074_market,00013.json,536.6487721210938,762.6487721210938,457.57736098828127,893.5773609882813
03074_market,00014.json,606.6963795429688,761.6963795429688,455.57736098828127,893.5773609882813
03074_market,00015.json,609.4539795429688,761.4539795429688,455.6641609882812,895.6641609882812
03074_market,00016.json,602.6487721210938,755.6487721210938,457.57736098828127,896.5773609882813
03074_market,00017.json,623.6487721210938,771.6487721210938,465.57736098828127,897.5773609882813
03074_market,00018.json,613.6487721210938,763.6487721210938,479.57736098828127,930.5773609882813
03074_market,00019.json,621.648772121094,794.6487721210939,500.57736098828127,977.5773609882813
03074_market,00020.json,651.6487721210938,825.6487721210938,526.5773609882813,1026.5773609882813
03074_market,00021.json,658.6487721210938,838.6487721210938,566.5773609882813,1080.0
03074_market,00022.json,696.6487721210938,902.6487721210938,615.5773609882813,1080.0
03074_market,00023.json,749.6487721210938,978.6487721210938,680.5773609882813,1080.0
03074_market,00024.json,765.6487721210938,1000.6487721210938,748.5773609882813,1080.0
03074_market,00025.json,875.6487721210938,1087.6487721210938,814.5773609882813,1080.0
03074_market,00026.json,994.6487721210938,1199.6487721210938,952.5773609882813,1080.0
03078_market,00001.json,1439.6487721210938,1588.6487721210938,187.57736098828127,430.57736098828127
03078_market,00002.json,1439.6487721210938,1578.6487721210938,183.57736098828127,428.57736098828127
03078_market,00003.json,1378.2699721210936,1471.7479721210934,123.91896098828126,362.28786098828124
03078_market,00005.json,1107.9717721210934,1232.1639721210936,49.207860988281226,262.87186098828124
03078_market,00006.json,984.2234721210939,1070.3567721210939,50.534180494140635,277.5521804941406
03078_market,00007.json,891.9066721210938,988.7231721210939,86.07456098828116,337.79746098828116
03078_market,00008.json,813.2668721210937,924.7727721210938,160.38206098828132,443.4868609882813
03078_market,00009.json,716.0027721210938,870.0027721210938,279.57426098828137,604.5742609882814
03078_market,00010.json,611.6487721210938,803.0,451.57736098828127,725.5773609882813
03078_market,00011.json,427.64877212109377,731.6487721210938,626.5773609882813,899.5773609882813
03078_market,00012.json,326.64877212109377,579.6487721210938,754.5773609882813,938.5773609882813
03078_market,00008.json,1388.977972121094,1446.4001721210939,119.7732609882812,263.3287609882812
03078_market,00009.json,1375.6425721210935,1437.0709721210937,129.2202609882813,280.1204609882813
03078_market,00010.json,1346.6239721210936,1417.4001721210936,134.84146098828126,293.0863609882813
03078_market,00011.json,1311.9097721210937,1388.6952721210937,151.49676098828132,313.0801609882813
03078_market,00012.json,1304.071272121094,1376.571272121094,154.36006098828128,321.36006098828125
03078_market,00013.json,1302.1487721210938,1375.1487721210938,167.57736098828127,339.07736098828127
03078_market,00014.json,1316.9345721210939,1390.381572121094,170.53396098828122,354.1514609882812
03078_market,00015.json,1346.6332721210936,1418.0771721210936,180.84456098828127,367.8005609882813
03078_market,00016.json,1352.7919721210935,1426.2389721210936,188.9381609882812,388.5804609882812
03078_market,00017.json,1342.5712721210934,1424.6983721210934,195.7887609882813,404.1111609882813
03078_market,00018.json,1338.9283721210936,1411.7076721210935,206.16136098828122,436.5178609882812
03078_market,00019.json,1336.3071721210936,1419.1019721210937,224.90656098828129,459.26926098828125
03078_market,00020.json,1317.9097721210937,1403.3753721210937,240.43476098828128,488.15146098828126
03078_market,00021.json,1308.5588721210938,1396.0275721210937,262.3944609882813,525.4682609882813
03078_market,00022.json,1289.6208721210935,1397.1205721210936,277.83526098828133,550.9245609882813
03078_market,00023.json,1262.878772121094,1383.064772121094,305.5556609882813,591.3312609882813
03078_market,00024.json,1249.4348721210936,1357.6022721210936,330.57426098828125,647.0640609882812
03078_market,00025.json,1223.1924721210942,1335.366072121094,358.7825609882812,681.9493609882811
03078_market,00026.json,1180.9407721210937,1317.819272121094,393.8910609882812,745.1012609882812
03078_market,00027.json,1183.6487721210938,1318.5241721210937,436.9189609882811,832.1973609882812
03078_market,00028.json,1180.5650721210939,1336.5650721210939,479.03986098828136,896.0398609882814
03078_market,00029.json,1145.6487721210938,1321.6487721210938,537.5773609882813,1002.5773609882813
03078_market,00030.json,1124.6487721210938,1295.6487721210938,605.5773609882813,1080.0
03078_market,00031.json,1073.6487721210938,1276.6487721210938,694.5773609882813,1080.0
03078_market,00032.json,945.6487721210938,1189.6487721210938,795.5773609882813,1080.0
03078_market,00033.json,877.6487721210938,1060.6487721210938,939.5773609882813,1080.0
03078_market,00003.json,0.0,195.64877212109377,472.57736098828127,907.5773609882813
03078_market,00004.json,156.64877212109377,357.64877212109377,464.57736098828127,897.5773609882813
03078_market,00005.json,390.64877212109377,520.6487721210938,447.57736098828127,883.5773609882813
03078_market,00006.json,547.6487721210938,671.6487721210938,430.57736098828127,849.5773609882813
03078_market,00007.json,630.6487721210938,779.6487721210938,412.57736098828127,790.5773609882813
03078_market,00008.json,678.0343721210938,810.2389721210939,371.78566098828117,713.6480609882811
03078_market,00009.json,655.6487721210938,787.9593721210938,343.91896098828124,670.2295609882813
03078_market,00010.json,646.9252721210938,753.0895721210939,315.8104609882812,622.9524609882811
03078_market,00011.json,626.8973721210934,735.0647721210935,293.73606098828134,583.5178609882813
03078_market,00012.json,590.6549721210938,666.7727721210938,274.9158609882812,548.6728609882813
03078_market,00013.json,515.2947721210937,609.4404721210938,265.20786098828125,536.9617609882812
03078_market,00014.json,413.5681721210938,488.3505721210938,256.4440609882812,522.8563609882813
03078_market,00015.json,328.5526721210937,394.69637954296877,254.68336098828127,520.4279609882813
03078_market,00004.json,222.9672795429688,281.7248795429688,98.6895609882813,258.26986098828127
03078_market,00005.json,286.6839795429688,349.1839795429688,98.07426098828128,267.07426098828125
03078_market,00006.json,355.58677212109376,409.6704721210938,105.50606098828128,251.06466098828125
03078_market,00007.json,428.9407721210937,485.0275721210937,110.11486098828128,286.38766098828125
03078_market,00008.json,504.3261000000001,568.3691721210937,120.8290609882813,297.7695609882813
03078_market,00009.json,559.565072121094,624.3319721210939,121.71746098828129,303.3318609882813
03078_market,00013.json,812.6363721210937,891.4249721210937,155.54016098828131,350.50856098828126
03066_market,00001.json,835.8695602578123,921.8695602578123,0.0,179.41847993554688
03066_market,00002.json,835.5682602578122,921.7015602578123,0.0,181.6602799355469
03066_market,00003.json,901.8633602578122,975.3103602578124,15.756979935546894,210.72537993554693
03066_market,00004.json,892.2204602578124,987.7015602578124,69.99007993554687,288.32797993554686
03066_market,00005.json,810.8695602578123,907.8695602578123,123.41847993554688,386.4184799355469
03066_market,00006.json,720.1429602578123,836.9904602578124,232.6422799355468,526.4302799355468
03066_market,00007.json,591.8695602578123,750.8695602578123,399.4184799355469,669.4184799355469
03066_market,00008.json,389.9315602578123,642.9315602578123,578.9714799355471,844.9714799355471
03066_market,00008.json,1326.1708602578117,1374.2452602578117,137.6639482094727,277.88094820947265
03066_market,00009.json,1268.391260257812,1322.391260257812,151.92157993554684,305.42157993554684
03066_market,00012.json,1253.6643602578122,1330.6643602578122,189.4401799355469,352.4401799355469
03066_market,00013.json,1304.4659602578122,1375.9098602578122,200.00867993554692,384.9615799355469
03066_market,00014.json,1326.8695602578123,1401.8695602578123,203.41847993554688,416.4184799355469
03066_market,00015.json,1317.4597602578121,1402.2576602578122,227.8567799355469,450.8685799355469
03066_market,00016.json,1306.8199602578125,1398.9625602578126,251.30997993554695,493.0173799355469
03066_market,00017.json,1291.8695602578123,1389.8695602578123,279.4184799355469,534.4184799355469
03066_market,00018.json,1242.8695602578123,1349.8695602578123,313.4184799355469,593.4184799355469
03066_market,00019.json,1120.8695602578123,1258.8695602578123,356.4184799355469,656.4184799355469
03066_market,00020.json,935.2483602578122,1080.8069602578123,400.24177993554684,706.0483799355468
03066_market,00021.json,752.776560257812,874.965660257812,439.9931799355468,745.1320799355467
03066_market,00022.json,553.8695602578123,675.8695602578123,494.4184799355469,821.4184799355469
03066_market,00023.json,345.8695602578123,458.8695602578123,567.4184799355469,854.4184799355469
03066_market,00001.json,157.5279602578122,234.3134602578122,145.94667993554668,389.65717993554665
03066_market,00002.json,162.01276025781232,240.13366025781227,160.07067993554693,399.7749799355469
03066_market,00003.json,230.8757602578123,329.69536025781235,178.08307993554683,392.4147799355468
03066_market,00004.json,342.90056025781246,432.3723602578125,195.7265799355468,446.1140799355468
03066_market,00005.json,428.40086025781216,517.2049602578122,217.44387993554687,477.84687993554684
03066_market,00006.json,495.8695602578123,575.8695602578123,251.93179999999995,530.4184799355469
03066_market,00007.json,522.0592602578122,620.2111602578123,286.62057993554686,595.7656799355468
03066_market,00008.json,511.8695602578123,623.8695602578123,314.4184799355469,662.4184799355469
03066_market,00009.json,488.8695602578123,595.8695602578123,321.4184799355469,667.4184799355469
03066_market,00010.json,486.8695602578123,582.8695602578123,319.4184799355469,667.4184799355469
03066_market,00011.json,515.0499602578122,612.5341602578123,315.22937993554683,659.7625799355468
03066_market,00012.json,505.22976025781225,613.3971602578122,299.40917993554694,620.5728799355469
03066_market,00013.json,383.02826025781224,535.2638602578122,269.31307993554685,559.7625799355469
03066_market,00014.json,239.4845602578123,326.2855602578123,238.72907993554685,505.80907993554683
00002_market,00001.json,580.4125499999999,712.6171499999998,257.22905000000003,477.57005000000004
00002_market,00002.json,577.0740499999998,713.9525499999997,257.89675,527.6475499999999
00002_market,00003.json,541.0182499999999,715.2879499999999,401.45225000000005,679.21545
00002_market,00004.json,438.19245000000024,687.9122500000002,530.3183499999998,793.3921499999998
00002_market,00005.json,323.34805000000057,568.3939500000006,641.8242499999992,888.8732499999992
00002_market,00003.json,1295.3890499999993,1358.1528499999995,141.29105000000004,296.8651500000001
00002_market,00004.json,1249.4479500000002,1298.1900500000002,155.73865000000004,312.64815
00002_market,00012.json,798.0827499999998,870.1943499999998,285.27244999999994,497.60104999999993
00002_market,00013.json,748.0052499999998,829.4646499999999,309.30965000000015,536.3276500000001
00002_market,00014.json,713.2848499999997,798.7504499999997,339.3561500000004,587.7405500000004
00002_market,00015.json,686.5768499999999,786.0641499999999,350.70705000000004,614.4485500000001
00002_market,00016.json,735.3189499999999,854.1695499999998,352.04245000000003,613.11315
00002_market,00017.json,762.6946500000001,854.8372500000002,336.68534999999986,601.0945499999998
00002_market,00018.json,730.6450500000003,840.1478500000003,336.6853500000001,591.74675
00002_market,00019.json,765.36545,850.83105,323.3313499999998,569.7126499999997
00002_market,00020.json,770.0393499999999,856.17265,321.99595,570.3803499999999
00002_market,00021.json,768.0362500000001,854.8372500000002,321.3282499999999,569.0449499999999
00002_market,00022.json,761.3592499999997,854.8372499999998,323.9990499999999,569.0449499999999
00002_market,00023.json,738.7085999999999,835.5251,338.70860000000005,586.4253
00002_market,00024.json,750.0083500000002,843.4863500000001,340.6915499999998,584.4020499999998
00002_market,00025.json,690.7105,818.9089,351.67700000000013,572.018
00002_market,00026.json,603.1143500000003,729.3096500000003,380.08585000000005,655.17825
00002_market,00027.json,558.3784499999998,661.2042499999998,401.45224999999994,697.24335
00002_market,00028.json,528.3319499999999,647.8502499999998,430.83104999999983,735.9699499999998
00002_market,00029.json,466.9035500000002,605.1174500000002,490.9240500000004,822.7709500000003
00002_market,00030.json,326.6865499999999,481.5929499999999,555.6909499999995,878.8577499999994
00002_market,00004.json,1187.11625,1374.07225,783.7247500000001,1080.0
00002_market,00005.json,1324.2303500000003,1498.5000500000006,663.8583500000011,1080.0
00002_market,00006.json,1399.0127500000006,1576.62095,563.70335,1007.7238499999999
00002_market,00007.json,1511.8540499999992,1663.4219499999995,508.2842499999998,904.2303499999997
00002_market,00008.json,1668.0958500000004,1810.9836500000008,498.26875000000007,862.8329500000002
00002_market,00009.json,1833.0,1918.0,500.0,798.0
00002_market,00005.json,1793.6234499999991,1879.0890499999991,226.5148500000001,506.9488500000001
00002_market,00006.json,1689.0,1783.0,213.0,489.33539999999994
00002_market,00007.json,1683.3469000000014,1749.5,206.5976,414.0
00002_market,00008.json,1638.7170499999993,1723.3726000000001,211.82544999999982,420.7827
00002_market,00009.json,1650.0800000000024,1720.8562000000024,191.05389999999986,414.0656999999999
00002_market,00010.json,1592.9721000000002,1661.8229999999999,165.89520000000013,383.823
00002_market,00011.json,1568.4847999999993,1641.2640999999992,154.07250000000005,396.4476
00002_market,00012.json,1581.5002999999988,1651.6087999999986,137.02290000000002,360.7024
00002_market,00013.json,1578.4934999999998,1657.2821,127.94169999999994,322.2423999999999
00002_market,00014.json,1567.0211000000004,1636.4619000000002,127.88279999999996,321.51579999999996
00002_market,00015.json,1594.2393000000002,1673.6956,138.8865000000003,341.8673000000003
00002_market,00016.json,1651.6801,1729.801,162.8295,362.4718
00002_market,00017.json,1735.9225000000001,1814.5647999999999,182.10260000000005,426.35399999999987
00002_market,00018.json,1795.0,1888.6112999999998,204.82329999999996,465.5
00002_market,00019.json,1804.0,1899.0576999999987,218.06879999999995,486.5
00002_market,00020.json,1751.1332999999995,1836.6980999999987,205.32359999999994,470.11529999999965
00002_market,00021.json,1700.614399999999,1780.738399999999,186.7768,442.5059
00002_market,00022.json,1710.564199999999,1783.343499999999,189.28330000000034,440.33850000000035
00002_market,00023.json,1694.3849999999998,1770.5027999999998,189.49100000000004,428.5276
00002_market,00024.json,1712.5213999999992,1795.9838999999993,174.3887,411.4222
00002_market,00025.json,1707.0534,1791.8512999999998,159.98819999999992,387.0061999999999
00002_market,00026.json,1696.0,1771.0,157.0,388.0
00002_market,00027.json,1681.9249999999997,1757.3750999999997,156.6310999999999,352.93489999999986
00002_market,00028.json,1659.6429000000003,1730.4191,146.8108999999999,343.11469999999986
00002_market,00029.json,1633.1290000000001,1709.2468000000001,132.97580000000002,325.27340000000004
00002_market,00030.json,1589.527,1658.3001,122.96339999999992,312.5901999999999
00002_market,00031.json,1551.6522,1601.062,124.34589999999982,313.30499999999984
00010_market,00001.json,1601.4717999999996,1704.9652999999996,113.86640000000001,286.8007
00010_market,00002.json,1600.7372000000005,1699.5568000000005,115.04150000000016,271.9510000000002
00010_market,00003.json,1501.8896999999995,1599.3738999999996,67.67510000000004,245.95100000000002
00010_market,00004.json,1395.0576999999998,1461.1599999999999,28.948500000000138,211.23060000000012
00010_market,00005.json,1230.2508,1295.0176999999999,15.262199999999993,217.5753
00010_market,00006.json,1065.0833999999995,1148.5458999999996,36.73710000000011,259.08120000000014
00010_market,00007.json,894.9504000000002,977.7452000000002,68.34280000000021,299.3670000000002
00010_market,00008.json,714.7457999999999,818.9069999999999,142.93549999999993,399.3322999999999
00010_market,00009.json,605.5499,727.0713,300.09360000000004,567.1736000000001
00010_market,00010.json,458.80099999999993,669.7941999999999,539.0403000000001,806.788
00010_market,00006.json,1375.5,1429.0,166.0,345.5
00010_market,00007.json,1366.2975999999994,1432.3998999999994,183.58460000000002,378.553
00010_market,00008.json,1342.9647,1412.4054999999998,207.23369999999994,419.56229999999994
00010_market,00009.json,1309.4898000000003,1388.9461000000003,233.2646999999999,465.6242999999999
00010_market,00010.json,1269.4339999999997,1358.9058,263.1592999999998,518.8883999999998
00010_market,00011.json,1214.1016999999997,1309.5827999999997,301.4073,571.8258000000001
00010_market,00012.json,1132.0303999999996,1239.5300999999995,352.9596999999999,666.7786999999998
00010_market,00013.json,1064.5399999999995,1186.0613999999996,411.64289999999994,762.8530999999999
00010_market,00014.json,981.1432000000004,1116.1432000000004,491.36639999999966,899.3663999999997
00010_market,00015.json,906.5059000000012,1061.4123000000006,584.9690000000004,1071.0546000000008
00010_market,00016.json,851.5746999999999,1050.5492999999997,735.2634999999998,1080.0
00010_market,00003.json,158.73899999999992,339.0179999999999,401.5034000000003,794.7787000000003
00010_market,00004.json,403.0588999999999,549.9528999999999,362.21139999999986,710.0830999999998
00010_market,00005.json,563.0558000000001,674.5617,322.8543,642.0149
00010_market,00006.json,651.5515,755.7127,286.61250000000007,575.7266000000001
00010_market,00007.json,706.2613000000001,797.0685000000001,259.75432140182716,520.8250214018271
00010_market,00008.json,778.9566,873.1023,252.6838,494.39119999999997
00010_market,00009.json,853.7607000000002,965.9343000000001,248.8326,488.5369
00010_market,00010.json,804.0465,874.8227,234.01300000000015,465.7049000000001
00010_market,00011.json,766.3106,839.0899,213.9448,426.2734
00010_market,00012.json,785.3477999999999,849.4469999999999,194.59700000000012,390.23310000000015
00010_market,00013.json,825.3416000000001,891.4439,183.23060000000004,362.8419
00010_market,00014.json,871.8227,933.2511000000001,172.53500000000008,342.79850000000005
00010_market,00015.json,931.1146999999999,984.5306999999999,162.9479,327.8698
00010_market,00003.json,197.62859999999995,274.4140999999999,103.32670000000005,280.2672
00010_market,00004.json,296.5679000000001,384.7043000000001,112.06569999999984,300.35709999999983
00010_market,00005.json,422.38620000000003,517.8673000000001,125.01050000000008,309.29570000000007
06272_market,00006.json,792.5896629726562,856.6888629726564,284.8230499843751,454.41884998437513
06272_market,00007.json,789.8844629726563,855.3844629726563,292.25484998437514,462.75484998437514
06272_market,00008.json,786.2697629726563,855.7105629726564,290.7393499843751,463.0059499843751
06272_market,00009.json,827.9529629726563,898.0614629726563,288.6339499843751,458.2297499843751
06272_market,00010.json,803.8294999999999,870.8531629726563,290.96314998437504,465.90054998437506
06272_market,00011.json,820.4123629726564,889.1854629726563,286.66184998437507,461.5992499843751
06272_market,00051.json,844.0831629726565,895.4960629726564,284.5378499843751,451.4628499843751
06272_market,00052.json,783.9092629726563,851.9092629726563,299.0592499843751,478.0592499843751
06272_market,00053.json,747.7787629726563,824.2787629726563,317.5437499843751,496.5437499843751
06272_market,00054.json,710.9250629726563,771.9250629726563,341.85124998437504,515.851249984375
06272_market,00055.json,657.7477629726562,725.1110629726563,382.35744998437497,565.0902499843751
06272_market,00056.json,603.6110629726563,670.6110629726563,415.074749984375,640.087749984375
06272_market,00057.json,553.1079629726564,641.6079629726564,452.2616499843749,699.7616499843749
06272_market,00058.json,518.3622236735699,629.3622236735699,484.8414106852887,746.8414106852887
06272_market,00059.json,471.1048629726564,606.6479629726564,517.332649984375,795.763549984375
06272_market,00060.json,397.4495629726563,567.2123306827057,568.0871499843751,868.115006806301
06272_market,00061.json,340.6268629726563,458.3751629726562,608.9352499843751,866.1212499843751
06272_market,00062.json,290.45886297265645,434.8903629726565,633.407049984375,959.3134499843751
06272_market,00063.json,298.79426297265627,444.6789629726562,648.049949984375,949.021449984375
06272_market,00064.json,371.0273629726563,511.79116297265637,648.9662499843749,1001.5372499843751
06272_market,00065.json,443.08316297265634,583.9430629726563,649.699049984375,1035.7945499843752
06272_market,00066.json,428.7818629726563,587.0267629726562,674.2024499843751,1050.117549984375
06272_market,00067.json,445.1110629726563,597.1110629726563,663.0902499843751,1049.090249984375
06272_market,00068.json,435.09866297265626,596.7787629726563,668.6680499843751,1047.0220499843751
06272_market,00069.json,308.6361629726562,432.0242629726563,697.3016499843751,1035.1026499843751
06272_market,00003.json,1891.9898629726565,1920.0,88.83574998437511,187.83574998437513
06272_market,00013.json,1898.3010567468427,1920.0,70.28554998437505,170.28554998437505
06272_market,00015.json,1841.4495629726562,1866.4495629726562,60.74864998437508,132.74864998437508
06272_market,00017.json,1811.5800629726564,1845.0800629726564,56.44734998437508,136.94734998437508
06272_market,00018.json,1799.2598629726563,1829.7598629726563,54.882249984375065,136.88224998437505
06272_market,00019.json,1776.794262972656,1805.794262972656,48.19904998437505,126.69904998437505
06272_market,00007.json,288.82836297265635,350.25676297265636,161.95694998437511,345.57444998437506
06272_market,00008.json,286.6110629726563,344.6110629726563,160.75174998437507,350.25174998437507
06272_market,00009.json,279.7071629726563,344.7071629726563,163.30444998437508,351.3044499843751
06272_market,00010.json,266.07696297265636,328.07696297265636,171.25484998437508,363.7548499843751
06272_market,00011.json,299.8937629726563,370.8937629726563,193.39154998437505,391.89154998437505
06272_market,00012.json,335.5022629726563,398.0022629726563,210.31684998437504,424.31684998437504
06272_market,00013.json,372.1079629726564,460.9120629726564,231.2830499843751,454.2948499843751
06272_market,00014.json,442.13586297265624,509.57356297265625,247.60294998437507,492.64884998437503
06272_market,00015.json,482.5115629726563,574.6541629726563,275.25144998437514,532.315949984375
06272_market,00016.json,524.2198629726564,629.7164629726564,306.82024998437504,587.921949984375
06272_market,00017.json,575.4402629726563,676.2629629726564,330.35744998437514,638.1671499843751
06272_market,00018.json,616.4464629726564,725.9492629726565,361.3363499843749,669.7114499843749
06272_market,00019.json,630.0428629726563,736.2071629726563,407.3977499843751,743.9185499843751
06272_market,00020.json,625.1482629726563,748.6727629726563,450.38844998437503,802.2663499843749
06272_market,00021.json,606.4557629726563,743.334262972656,486.0933499843751,858.6699499843751
06272_market,00022.json,561.3193629726563,712.3193629726563,557.1559499843752,955.1559499843752
06272_market,00023.json,499.1110629726563,692.1110629726563,620.0902499843751,1080.0
06272_market,00024.json,464.1110629726563,680.1110629726563,708.0902499843751,1080.0
06272_market,00025.json,481.1110629726563,755.1110629726563,818.0902499843751,1080.0
06272_market,00026.json,531.1110629726563,843.1110629726563,908.0902499843751,1080.0
06272_market,00027.json,549.6640629726562,697.8934629726563,965.2158599145672,1080.0
03076_market,00004.json,1444.6487721210938,1553.6487721210938,177.57736098828127,389.57736098828127
03076_market,00005.json,1290.6487721210938,1387.6487721210938,112.57736098828127,329.57736098828127
03076_market,00006.json,1141.9376721210938,1246.0988721210938,69.47816098828129,275.12976098828125
03076_market,00007.json,1031.1986721210935,1117.3319721210937,60.40376098828128,267.3907609882813
03076_market,00008.json,925.2947721210936,1008.0895721210936,104.43786098828124,338.80056098828123
03076_market,00009.json,872.6487721210938,967.6487721210938,184.57736098828127,454.57736098828127
03076_market,00010.json,806.6487721210938,919.6487721210938,333.57736098828127,644.5773609882813
03076_market,00011.json,679.6487721210938,828.6487721210938,535.5773609882813,858.5773609882813
03076_market,00012.json,459.0843000000001,663.6487721210938,752.5773609882813,1024.5773609882813
03076_market,00008.json,1402.9345721210934,1447.6704721210936,121.82906098828123,254.70136098828124
03076_market,00009.json,1417.9252721210937,1465.9996721210937,126.49986098828127,271.3907609882813
03076_market,00010.json,1424.6487721210935,1472.7231721210935,121.12416098828128,288.0491609882813
03076_market,00011.json,1431.6239721210934,1481.7014721210935,132.1489609882813,300.40936098828126
03076_market,00012.json,1420.9221721210938,1476.3412721210939,152.83526098828125,319.0925609882812
03076_market,00013.json,1403.6208721210937,1463.7138721210938,172.2047609882813,349.1452609882813
03076_market,00014.json,1379.1744721210937,1443.9413721210938,196.1061609882812,383.7298609882812
03076_market,00015.json,1347.6425721210937,1414.4125721210937,215.24506098828127,410.21346098828127
03076_market,00016.json,1314.3195721210936,1377.7510721210938,232.90346098828127,446.56746098828125
03076_market,00017.json,1293.8663721210937,1367.3133721210938,260.84146098828126,492.53336098828123
03076_market,00018.json,1277.7262721210936,1351.8409721210937,295.56186098828124,543.2785609882812
03076_market,00019.json,1257.6487721210938,1350.6487721210938,324.57736098828127,605.5773609882813
03076_market,00020.json,1207.2823721210934,1318.1205721210933,359.9096609882812,667.0516609882811
03076_market,00021.json,1165.9655721210936,1285.4838721210936,412.8569609882812,764.7348609882811
03076_market,00022.json,1102.0498721210938,1256.956272121094,488.64866098828105,880.588560988281
03076_market,00023.json,1042.4466721210936,1202.4466721210936,573.0739609882812,1033.0739609882812
03076_market,00024.json,962.6487721210938,1140.6487721210938,686.5773609882813,1080.0
03076_market,00025.json,827.6487721210938,1026.6487721210938,878.5773609882813,1080.0
03076_market,00001.json,39.64877212109377,259.64877212109377,479.57736098828127,880.5773609882813
